statement_number,speaker,timestamp,statement,speaker_type,night,debate
136,O'Rourke,,"[inaudible 00:06:16] We would not turn back Valeria and her father Oscar. We would accept them into this country and follow our own asylum laws. We would not build walls. We would not put kids in cages. In fact, we would spare no [crosstalk 00:06:35] expense to reunite the families that have been separated already. [crosstalk 00:06:40] And we would not criminally prosecute any family because who was fleeing violence and persecution. We would make sure we implemented…",candidate,1,1
137,Jose,,"Secretary, let him finish, and I will give you… [crosstalk 00:06:48] But let him finish. Let him finish please. Yes?",proctor,1,1
138,O'Rourke,,"We would not detain any family fleeing violence. In fact, fleeing the deadliest countries on the face of the planet today. We would implement a family case management program so they could be cared for in the community at a fraction of the cost, and then we would rewrite our immigration laws in our own image. Free dreamers forever from any fear of deportation by making them US citizens here in this country, invest in solutions in Central America, work with regional stakeholders so there’s no reason to make [crosstalk 00:07:20] that 2000 mile journey to this country.",candidate,1,1
139,Castro,,But we have [crosstalk 00:07:21].,candidate,1,1
140,Jose,,"Secretary, I’ll give you 30 seconds. [crosstalk 00:07:23]",proctor,1,1
141,Castro,,"Let’s be very clear. The reason that they’re separating these little children from their families is that they’re using Section 1325 of that act, which criminalizes coming across the border, to incarcerate the parents and then separate them. Some of us on this stage have called to end that section, to terminate it. Some, like congressman O’Rourke, have not. And I want to challenge all of the candidates to do that.",candidate,1,1
142,Castro,,"I just think it’s a mistake, Beto. I think it’s a mistake. And I think that that if you truly want to change the system, that we got to repeal that section. If not-",candidate,1,1
143,Jose,,Thank you.,proctor,1,1
144,Castro,,Then it might [crosstalk 00:07:57] as well stay the same policy.,candidate,1,1
145,O'Rourke,,"Let me respond to this very briefly. [crosstalk 00:07:59] Actually as a member of Congress, I helped to introduce legislation that would ensure that we don’t criminalize those who are seeking asylum and refuge in this country. If you’re fleeing…",candidate,1,1
146,Castro,,I’m not talking about the ones that are seeking asylum. I’m talking about everybody else.,candidate,1,1
147,O'Rourke,,"If you’re fleeing desperation, then I want to make sure [crosstalk 00:08:12] treated with respect.",candidate,1,1
148,Castro,,I’m still talking about everybody else.,candidate,1,1
149,O'Rourke,,But you’re looking at just one small part of this. I’m talking about a comprehensive rewrite of our immigration laws.,candidate,1,1
150,Castro,,That’s not true.,candidate,1,1
151,O'Rourke,,"And if you do that, [crosstalk 00:08:22] I don’t think it’s asking too much for people to follow our laws when they come to this country.",candidate,1,1
